league,season,team,age,Playing Time_born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
INT-European Championship,2021,England,511,0,103,77,7590,84.4,10,8,18,10,0,1,6,0,11.0,10.1,9.2,19.3,128,269,264,1.9,2.08,3.98,1.9,3.98,2.12,2.54,4.67,1.98,4.53
INT-European Championship,2021,Finland,521,0,46,33,2970,33.1,1,1,2,1,0,0,4,0,1.5,1.5,1.5,2.9000000000000004,29,72,72,0.37,0.36,0.73,0.37,0.73,0.7,0.52,1.22,0.7,1.22
INT-European Championship,2021,France,559,0,58,44,4290,47.4,6,2,8,5,1,1,8,0,8.1,7.3,5.4,12.8,94,210,206,1.53,0.47,2.0,1.27,1.74,4.21,6.76,10.98,4.01,10.78
INT-European Championship,2021,Germany,509,0,62,44,3960,43.9,4,3,7,4,0,0,7,0,7.3,7.3,5.9,13.200000000000001,67,234,232,1.52,0.8,2.33,1.52,2.33,2.68,1.92,4.63,2.68,4.63
INT-European Championship,2021,Hungary,498,0,45,33,2970,32.9,3,3,6,3,0,0,6,0,1.3,1.3,1.3,2.7,21,50,50,1.19,1.29,2.48,1.19,2.48,0.5700000000000001,0.55,1.12,0.5700000000000001,1.12
INT-European Championship,2021,Italy,671,0,114,77,7920,87.8,12,9,21,12,0,0,12,0,13.7,13.7,11.1,24.7,155,329,328,3.1,2.52,5.62,3.1,5.62,4.63,3.75,8.4,4.63,8.4
INT-European Championship,2021,N. Macedonia,564,0,47,33,2970,33.1,2,0,2,2,0,1,8,0,3.1,2.2,1.8,4.2,41,82,82,0.69,0.0,0.69,0.69,0.69,1.9,0.91,2.81,1.6099999999999999,2.52
INT-European Championship,2021,Netherlands,550,0,63,44,3921,43.6,8,5,13,7,1,1,3,1,9.2,8.4,6.0,14.5,87,184,183,2.34,3.4299999999999997,5.779999999999999,2.07,5.5,3.03,2.65,5.6499999999999995,2.81,5.43
INT-European Championship,2021,Poland,495,0,45,33,2941,32.5,4,4,8,4,0,0,8,1,4.7,4.7,3.6,8.3,51,126,125,2.1399999999999997,3.0,5.140000000000001,2.1399999999999997,5.140000000000001,3.11,3.66,6.78,3.11,6.78
INT-European Championship,2021,Portugal,541,0,62,44,3960,44.0,7,4,11,4,3,3,4,0,7.9,5.5,5.2,11.0,73,177,177,1.78,3.93,5.71,1.03,4.96,3.4299999999999997,2.88,6.32,2.84,5.73
INT-European Championship,2021,Russia,542,0,46,33,2970,33.0,2,1,3,1,1,1,5,0,2.3,1.5,1.4,2.8,44,94,94,0.8600000000000001,0.34,1.2000000000000002,0.52,0.8600000000000001,1.07,0.77,1.8399999999999999,0.81,1.57
INT-European Championship,2021,Scotland,514,0,44,33,2970,33.1,1,0,1,1,0,0,3,0,3.9,3.9,3.5,7.3,29,97,97,0.44,0.0,0.44,0.44,0.44,3.39,2.05,5.4399999999999995,3.39,5.4399999999999995
INT-European Championship,2021,Slovakia,556,0,48,33,2970,33.1,1,1,2,1,0,0,6,0,0.9,0.9,0.7000000000000001,1.9000000000000001,35,72,70,0.33,0.35,0.6799999999999999,0.33,0.6799999999999999,2.7399999999999998,0.68,3.43,2.7399999999999998,3.43
INT-European Championship,2021,Spain,536,0,98,66,6930,77.2,10,9,19,10,0,2,6,0,17.5,15.7,13.2,28.5,171,431,430,2.71,2.37,5.08,2.71,5.08,6.0600000000000005,3.84,9.91,5.46,9.32
INT-European Championship,2021,Sweden,538,0,64,44,4268,47.5,5,4,9,4,1,1,5,1,5.3,4.5,3.6,8.1,45,124,123,2.0300000000000002,1.9200000000000002,3.95,1.78,3.7,2.31,1.25,3.5700000000000003,2.1,3.3600000000000003
INT-European Championship,2021,Switzerland,540,0,79,55,5566,62.0,8,8,16,8,0,1,11,1,7.2,6.4,5.7,12.0,88,232,232,2.28,2.37,4.64,2.28,4.64,3.07,1.6800000000000002,4.74,2.91,4.58
INT-European Championship,2021,Türkiye,440,0,47,33,2970,33.0,1,1,2,1,0,0,7,0,2.9,2.9,3.0,5.9,40,105,105,0.8,0.34,1.1400000000000001,0.8,1.1400000000000001,1.4000000000000001,1.75,3.14,1.4000000000000001,3.14
INT-European Championship,2021,Ukraine,545,0,72,55,5280,58.4,6,6,12,6,0,1,4,0,6.3,5.5,5.2,10.7,109,174,174,7.0200000000000005,1.3199999999999998,8.32,7.0200000000000005,8.32,1.6600000000000001,1.58,3.26,1.3900000000000001,2.99
INT-European Championship,2021,Wales,449,0,58,44,3923,43.5,3,3,6,3,0,1,9,2,5.2,4.4,3.8,8.2,54,98,97,0.85,0.81,1.6600000000000001,0.85,1.6600000000000001,2.06,1.2000000000000002,3.25,1.8599999999999999,3.05
INT-European Championship,2425,Albania,499,0,45,33,2970,32.9,3,1,4,3,0,0,7,0,2.4,2.4,1.5,3.8000000000000003,33,61,60,5.66,0.43,6.09,5.66,6.09,4.42,2.74,7.16,4.42,7.16
INT-European Championship,2425,Austria,503,0,63,44,3960,44.0,6,5,11,5,1,1,12,0,7.0,6.2,5.3,11.5,75,176,173,3.21,2.02,5.23,2.89,4.91,2.74,1.83,4.57,2.49,4.32
INT-European Championship,2425,Belgium,469,0,59,44,3960,44.0,2,1,3,2,0,0,7,0,4.4,4.4,3.0,7.7,75,132,131,0.86,0.25,1.1099999999999999,0.86,1.1099999999999999,2.65,1.37,4.02,2.65,4.02
INT-European Championship,2425,Croatia,522,0,47,33,2970,33.1,2,1,3,2,0,2,6,0,6.5,4.5,3.6,8.1,62,124,124,0.76,0.74,1.5,0.76,1.5,4.74,2.24,6.99,3.37,5.6
INT-European Championship,2425,Czechia,543,0,48,33,2898,32.3,3,2,5,3,0,0,11,2,5.5,5.5,3.1,8.6,44,80,80,1.43,0.66,2.09,1.43,2.09,5.35,1.5,6.87,5.35,6.87
INT-European Championship,2425,Denmark,510,0,64,44,3960,43.8,2,2,4,2,0,0,8,0,4.4,4.4,3.7,7.8999999999999995,58,164,163,0.63,1.0499999999999998,1.68,0.63,1.68,1.43,1.75,3.2,1.43,3.2
INT-European Championship,2425,England,537,0,106,77,7590,84.4,8,5,13,7,1,1,14,0,6.2,5.5,3.4000000000000004,8.9,117,312,310,2.91,3.02,5.94,2.76,5.79,4.95,9.03,13.990000000000002,4.84,13.88
INT-European Championship,2425,France,475,0,86,66,6270,69.6,2,1,3,1,1,1,9,0,9.3,8.5,6.9,15.2,168,340,338,0.64,0.19,0.8400000000000001,0.45,0.64,2.84,1.97,4.8,2.68,4.65
INT-European Championship,2425,Georgia,535,0,62,44,3960,43.9,4,2,6,2,2,2,7,0,4.5,2.9,2.5,5.3999999999999995,52,93,92,1.04,0.51,1.55,0.52,1.03,3.46,0.74,4.21,3.05,3.8
INT-European Championship,2425,Germany,638,0,81,55,5280,58.4,11,8,19,9,2,2,13,0,9.6,8.0,7.5,15.700000000000001,112,299,296,3.9400000000000004,3.97,7.92,3.48,7.46,4.45,5.6000000000000005,10.07,4.09,9.71
INT-European Championship,2425,Hungary,540,0,47,33,2970,33.1,2,2,4,2,0,0,10,0,3.6999999999999997,3.6999999999999997,2.8,6.5,38,85,83,10.36,0.67,11.03,10.36,11.03,7.34,1.1600000000000001,8.5,7.34,8.5
INT-European Championship,2425,Italy,550,0,64,44,3960,44.0,3,2,5,3,0,0,9,0,3.3,3.3,2.8,5.9,73,150,149,1.62,0.74,2.36,1.62,2.36,1.48,1.61,3.07,1.48,3.07
INT-European Championship,2425,Netherlands,548,0,93,66,5940,66.0,9,7,16,9,0,0,11,0,8.5,8.5,7.1,15.0,115,251,249,2.69,1.8,4.48,2.69,4.48,2.47,1.6600000000000001,4.15,2.47,4.15
INT-European Championship,2425,Poland,609,0,45,33,2970,32.9,3,1,4,2,1,1,7,0,4.2,3.4,2.4,5.7,49,70,70,2.87,0.36,3.23,2.13,2.49,4.57,1.67,6.25,3.98,5.66
INT-European Championship,2425,Portugal,626,0,79,55,5610,62.5,3,1,4,3,0,1,9,0,9.799999999999999,9.0,6.3,15.3,167,340,335,0.94,0.19,1.13,0.94,1.13,5.69,3.25,8.96,5.53,8.790000000000001
INT-European Championship,2425,Romania,565,0,62,44,3960,43.9,4,2,6,3,1,1,8,0,3.5,2.7,2.0,4.6000000000000005,32,76,75,1.07,0.68,1.75,0.81,1.4900000000000002,2.0900000000000003,0.61,2.7,1.8900000000000001,2.5
INT-European Championship,2425,Scotland,500,0,47,33,2923,32.5,1,1,2,1,0,0,5,1,0.7,0.7,0.8,1.6,23,53,53,0.33,0.37,0.7,0.33,0.7,2.16,0.43,2.6,2.16,2.6
INT-European Championship,2425,Serbia,521,0,48,33,2970,32.9,1,1,2,1,0,0,8,0,2.1,2.1,1.7999999999999998,4.0,46,108,108,0.88,0.45,1.33,0.88,1.33,1.29,0.86,2.14,1.29,2.14
INT-European Championship,2425,Slovakia,544,0,64,44,4290,47.699999999999996,4,3,7,4,0,0,8,0,4.3,4.3,3.6,8.0,62,128,128,1.1,1.09,2.19,1.1,2.19,1.84,6.79,8.6,1.84,8.6
INT-European Championship,2425,Slovenia,517,0,61,44,4290,47.4,2,1,3,2,0,0,11,0,3.1,3.1,2.4,5.7,47,85,84,0.56,0.25,0.81,0.56,0.81,1.26,0.98,2.24,1.26,2.24
INT-European Championship,2425,Spain,664,0,112,77,7259,80.6,14,13,27,14,0,0,17,1,12.9,12.9,12.0,25.2,201,356,349,3.58,2.95,6.53,3.58,6.53,6.04,3.67,9.709999999999999,6.04,9.709999999999999
INT-European Championship,2425,Switzerland,561,0,79,55,5280,58.5,8,5,13,8,0,0,9,0,6.8,6.8,4.2,10.9,90,189,188,3.62,1.06,4.6899999999999995,3.62,4.6899999999999995,2.93,1.08,4.03,2.93,4.03
INT-European Championship,2425,Türkiye,589,0,79,55,4950,55.0,8,6,14,8,0,0,18,0,7.6,7.6,5.9,13.2,103,175,173,6.37,2.18,8.55,6.37,8.55,13.71,2.16,15.870000000000001,13.71,15.870000000000001
INT-European Championship,2425,Ukraine,598,0,48,33,2970,32.9,2,2,4,2,0,0,3,0,2.9,2.9,2.4,5.7,56,116,113,1.15,0.83,1.98,1.15,1.98,1.96,1.81,3.77,1.96,3.77
INT-Women's World Cup,1920,Argentina,478,0,42,33,2970,32.9,2,1,3,1,1,1,3,0,1.8,1.1,0.8,1.9000000000000001,25,44,42,3.25,4.29,7.54,2.9,7.1899999999999995,1.98,1.71,3.69,1.7,3.42
INT-Women's World Cup,1920,Australia,468,0,56,44,4273,47.3,8,4,12,8,0,1,2,1,6.9,6.0,4.7,10.7,76,239,238,2.1399999999999997,2.1,4.24,2.1399999999999997,4.24,2.12,1.81,3.9299999999999997,1.8900000000000001,3.7
INT-Women's World Cup,1920,Brazil,509,0,57,44,4290,47.6,7,3,10,5,2,3,11,0,8.1,5.7,4.5,10.1,72,126,124,2.17,1.23,3.4,1.44,2.67,4.06,4.92,8.98,3.01,7.93
INT-Women's World Cup,1920,Cameroon,542,0,55,44,3960,43.8,3,3,6,3,0,0,8,0,5.3,5.3,3.5,9.2,34,113,111,0.9,0.75,1.65,0.9,1.65,3.6,1.81,5.43,3.6,5.43
INT-Women's World Cup,1920,Canada,406,0,54,44,3960,44.0,4,3,7,4,0,1,3,0,8.200000000000001,7.4,4.7,12.1,82,190,190,1.18,0.9199999999999999,2.1,1.18,2.1,2.65,2.36,5.01,2.45,4.8100000000000005
INT-Women's World Cup,1920,Chile,479,0,40,33,2970,33.1,1,1,2,1,0,1,5,0,3.0,2.2,1.8,3.9,29,112,111,0.42,0.54,0.96,0.42,0.96,2.1,0.77,2.86,1.83,2.6
INT-Women's World Cup,1920,China PR,446,0,56,44,3960,44.1,1,1,2,1,0,0,5,0,2.8000000000000003,2.8000000000000003,2.5,5.5,37,175,174,0.35,0.25,0.6,0.35,0.6,1.22,1.66,2.86,1.22,2.86
INT-Women's World Cup,1920,England,598,0,98,77,6925,76.9,13,12,25,12,1,4,5,1,15.8,12.200000000000001,11.2,23.6,142,337,334,2.67,4.95,7.62,2.5,7.44,4.12,3.13,7.27,3.3600000000000003,6.529999999999999
INT-Women's World Cup,1920,France,453,0,69,55,5280,58.5,10,8,18,8,2,2,5,0,11.3,9.700000000000001,7.8999999999999995,17.7,124,306,301,2.1,1.69,3.79,1.69,3.38,2.77,2.23,4.99,2.42,4.65
INT-Women's World Cup,1920,Germany,481,0,70,55,4950,55.1,10,4,14,9,1,1,5,0,11.7,10.9,7.1,18.0,68,221,220,2.71,1.2,3.9000000000000004,2.51,3.7,3.06,2.73,5.79,2.9,5.64
INT-Women's World Cup,1920,Italy,448,0,70,55,4950,55.2,9,6,15,8,1,1,8,0,8.2,7.4,5.0,12.200000000000001,44,143,141,2.66,1.93,4.59,2.33,4.26,2.75,1.21,3.9699999999999998,2.49,3.71
INT-Women's World Cup,1920,Jamaica,463,0,42,33,2970,32.9,1,1,2,1,0,0,4,0,2.2,2.2,1.7,4.2,35,70,69,0.44,0.33,0.77,0.44,0.77,1.04,1.1,2.14,1.04,2.14
INT-Women's World Cup,1920,Japan,399,0,54,44,3960,44.0,3,2,5,2,1,1,5,0,5.7,4.9,4.2,9.0,63,231,229,1.0899999999999999,0.8500000000000001,1.93,0.79,1.63,5.93,2.5,8.41,5.6899999999999995,8.17
INT-Women's World Cup,1920,Korea Rep,510,0,42,33,2970,33.1,1,1,2,1,0,0,4,0,3.3,3.3,2.8,6.2,31,129,127,0.69,0.33,1.02,0.69,1.02,2.16,1.1400000000000001,3.3,2.16,3.3
INT-Women's World Cup,1920,Netherlands,416,0,96,77,7260,80.5,11,7,18,10,1,1,6,0,10.9,10.100000000000001,6.9,17.2,115,333,327,2.46,1.25,3.7,2.3,3.54,2.41,1.19,3.59,2.2800000000000002,3.46
INT-Women's World Cup,1920,New Zealand,465,0,42,33,2970,33.0,0,0,0,0,0,0,1,0,1.3,1.3,1.2,2.6,35,71,71,0.0,0.0,0.0,0.0,0.0,0.52,0.69,1.21,0.52,1.21
INT-Women's World Cup,1920,Nigeria,502,0,56,44,3944,43.699999999999996,1,1,2,1,0,0,10,1,2.2,2.2,1.7,3.9,41,75,74,0.35,0.29,0.6399999999999999,0.35,0.6399999999999999,1.3699999999999999,1.06,2.43,1.3699999999999999,2.43
INT-Women's World Cup,1920,Norway,441,0,70,55,5280,58.3,5,3,8,3,2,2,5,0,6.0,4.4,4.0,8.3,96,193,191,1.25,0.74,2.01,0.84,1.59,2.31,1.4000000000000001,3.71,1.96,3.37
INT-Women's World Cup,1920,Scotland,498,0,41,33,2970,33.0,5,3,8,5,0,0,6,0,3.9,3.9,2.9,6.9,34,79,78,7.42,1.01,8.44,7.42,8.44,1.9,1.0899999999999999,3.0,1.9,3.0
INT-Women's World Cup,1920,South Africa,505,0,42,33,2961,32.9,1,1,2,1,0,0,8,1,1.2000000000000002,1.2000000000000002,1.0,2.3,31,43,43,0.4,1.5,1.9,0.4,1.9,0.7,0.56,1.25,0.7,1.25
INT-Women's World Cup,1920,Spain,472,0,56,44,3960,44.0,4,2,6,2,2,2,2,0,6.3,4.7,3.6,8.6,55,235,234,1.1099999999999999,0.61,1.71,0.61,1.21,2.33,1.66,3.96,1.95,3.5700000000000003
INT-Women's World Cup,1920,Sweden,535,0,99,77,7260,80.6,12,7,19,11,1,1,7,0,13.4,12.6,9.299999999999999,22.0,123,323,320,2.99,1.86,4.84,2.77,4.62,4.21,2.49,6.73,4.03,6.55
INT-Women's World Cup,1920,Thailand,493,0,42,33,2970,33.1,1,1,2,1,0,0,5,0,0.9,0.9,0.7000000000000001,1.7999999999999998,21,34,32,0.33,0.78,1.11,0.33,1.11,0.41000000000000003,0.47,0.89,0.41000000000000003,0.89
INT-Women's World Cup,1920,USA,596,0,98,77,6930,77.1,25,17,42,22,3,4,7,0,20.7,17.5,13.3,30.9,132,374,370,6.550000000000001,5.64,12.19,5.92,11.56,6.069999999999999,4.5600000000000005,10.620000000000001,5.21,9.77
INT-Women's World Cup,2324,Argentina,529,0,45,33,2970,32.9,2,1,3,2,0,0,6,0,1.3,1.3,0.7,2.1,25,80,80,0.76,1.55,2.31,0.76,2.31,1.49,0.32999999999999996,1.84,1.49,1.84
INT-Women's World Cup,2324,Australia,474,0,98,77,7260,80.6,10,6,16,8,2,2,5,0,11.4,9.9,6.8,16.7,108,226,223,1.8399999999999999,0.9600000000000001,2.8,1.5699999999999998,2.53,2.77,2.7,5.43,2.55,5.21
INT-Women's World Cup,2324,Brazil,560,0,47,33,2970,33.2,5,3,8,5,0,0,1,0,7.3,7.3,4.4,11.8,66,161,160,2.5,1.71,4.2,2.5,4.2,4.3100000000000005,2.66,6.98,4.3100000000000005,6.98
INT-Women's World Cup,2324,Canada,520,0,49,33,2970,33.0,1,1,2,1,0,1,4,0,4.5,3.6999999999999997,3.1999999999999997,6.8,48,127,126,0.49,0.82,1.31,0.49,1.31,2.41,2.21,4.62,1.97,4.18
INT-Women's World Cup,2324,China PR,573,0,46,33,2908,32.4,2,0,2,0,2,2,0,1,3.0,1.5,1.0,2.6,26,75,74,1.1,0.0,1.1,0.0,0.0,1.62,0.7,2.31,0.76,1.45
INT-Women's World Cup,2324,Colombia,471,0,69,55,4950,55.0,6,4,10,5,1,1,7,0,4.1,3.3,2.7,5.9,50,145,143,1.29,1.17,2.46,1.09,2.26,1.4300000000000002,0.68,2.11,1.28,1.96
INT-Women's World Cup,2324,Costa Rica,427,0,42,33,2970,33.0,1,1,2,1,0,0,4,0,2.7,2.7,2.3,5.1,16,67,66,0.33,0.5,0.8300000000000001,0.33,0.8300000000000001,1.1500000000000001,1.02,2.16,1.1500000000000001,2.16
INT-Women's World Cup,2324,Denmark,493,0,61,44,3960,43.9,3,2,5,2,1,1,3,0,4.3,3.5,2.4,5.8999999999999995,55,132,129,4.62,1.86,6.48,4.37,6.23,2.58,1.21,3.7800000000000002,2.38,3.58
INT-Women's World Cup,2324,England,451,0,97,77,7226,80.1,13,9,22,12,1,1,6,1,10.8,10.0,7.6,17.8,95,328,324,2.69,2.52,5.19,2.54,5.04,2.52,2.17,4.69,2.39,4.5600000000000005
INT-Women's World Cup,2324,France,587,0,70,55,5280,58.3,12,9,21,10,2,2,4,0,12.299999999999999,10.700000000000001,8.4,18.8,99,239,236,3.66,2.67,6.34,3.2600000000000002,5.93,3.48,3.5,6.96,3.14,6.62
INT-Women's World Cup,2324,Germany,526,0,44,33,2970,32.9,6,3,9,5,1,1,3,0,6.0,5.3,3.4,8.6,49,154,151,2.46,1.11,3.5700000000000003,2.12,3.23,5.39,2.35,7.7299999999999995,5.12,7.46
INT-Women's World Cup,2324,Haiti,412,0,43,33,2970,32.9,0,0,0,0,0,0,2,0,2.0,2.0,1.7,3.8,34,89,88,0.0,0.0,0.0,0.0,0.0,0.9400000000000001,8.09,9.03,0.9400000000000001,9.03
INT-Women's World Cup,2324,Italy,515,0,46,33,2970,33.0,3,2,5,2,1,1,2,0,4.5,3.7,2.7,6.5,36,104,103,3.4299999999999997,2.9,6.33,3.0,5.8999999999999995,12.22,3.41,15.6,11.88,15.26
INT-Women's World Cup,2324,Jamaica,484,0,58,44,3959,43.9,1,1,2,1,0,0,7,1,2.6,2.6,1.3,4.1000000000000005,27,87,85,0.25,0.69,0.94,0.25,0.94,1.26,1.03,2.3,1.26,2.3
INT-Women's World Cup,2324,Japan,520,0,75,55,4950,55.1,14,11,25,13,1,2,1,0,12.6,11.1,8.9,19.900000000000002,83,251,247,4.8100000000000005,5.84,10.65,4.3100000000000005,10.16,9.51,2.81,12.31,8.73,11.53
INT-Women's World Cup,2324,Korea Republic,585,0,45,33,2970,33.0,1,1,2,1,0,0,2,0,2.8,2.8,2.2,5.0,27,92,90,0.37,1.0,1.37,0.37,1.37,1.95,1.68,3.62,1.95,3.62
INT-Women's World Cup,2324,Morocco,448,0,58,44,3960,43.9,2,2,4,2,0,1,3,0,3.4,2.0,2.2,4.2,34,91,90,0.81,0.5,1.31,0.81,1.31,1.78,0.5800000000000001,2.36,1.28,1.85
INT-Women's World Cup,2324,Netherlands,540,0,77,55,5280,58.6,12,8,20,12,0,0,3,0,9.7,9.7,7.1,16.8,73,214,212,2.95,1.72,4.66,2.95,4.66,2.7800000000000002,3.45,6.24,2.7800000000000002,6.24
INT-Women's World Cup,2324,New Zealand,471,0,44,33,2970,33.0,1,1,2,1,0,1,1,0,4.7,3.7,2.6999999999999997,6.3,54,120,120,0.35,0.33,0.6799999999999999,0.35,0.6799999999999999,2.62,1.24,3.86,2.27,3.5
INT-Women's World Cup,2324,Nigeria,518,0,59,44,4289,47.5,3,0,3,3,0,0,3,1,4.3,4.3,2.2,6.7,52,108,106,0.99,0.0,0.99,0.99,0.99,1.5699999999999998,1.57,3.14,1.5699999999999998,3.14
INT-Women's World Cup,2324,Norway,544,0,61,44,3960,44.0,6,4,10,5,1,1,2,0,8.0,7.2,5.3,12.6,72,169,166,1.8800000000000001,1.22,3.1,1.6300000000000001,2.85,9.319999999999999,9.31,18.64,9.12,18.44
INT-Women's World Cup,2324,Panama,446,0,48,33,2970,33.0,3,0,3,2,1,1,3,0,2.3,1.5,0.5,2.0,17,51,51,1.42,0.0,1.42,1.0899999999999999,1.0899999999999999,1.07,0.22,1.28,0.81,1.02
INT-Women's World Cup,2324,Philippines,464,0,46,33,2946,32.699999999999996,1,1,2,1,0,0,3,1,0.6,0.6,0.5,1.1,13,44,43,0.38,0.41,0.79,0.38,0.79,1.02,0.44,1.4400000000000002,1.02,1.4400000000000002
INT-Women's World Cup,2324,Portugal,589,0,46,33,2970,33.0,2,2,4,2,0,0,6,0,5.199999999999999,5.199999999999999,4.5,9.8,33,130,129,1.5299999999999998,1.81,3.33,1.5299999999999998,3.33,10.330000000000002,2.96,13.270000000000001,10.330000000000002,13.270000000000001
INT-Women's World Cup,2324,Rep. of Ireland,509,0,44,33,2970,32.9,1,0,1,1,0,0,3,0,2.4,2.4,1.9000000000000001,4.5,38,74,73,0.33,0.0,0.33,0.33,0.33,1.01,1.21,2.2,1.01,2.2
INT-Women's World Cup,2324,South Africa,540,0,59,44,3960,44.1,5,4,9,5,0,0,4,0,5.9,5.9,4.6,10.5,36,99,98,1.35,1.09,2.44,1.35,2.44,1.84,1.57,3.4,1.77,3.33
INT-Women's World Cup,2324,Spain,558,0,109,77,7260,80.9,17,11,28,16,1,3,4,0,21.3,18.9,15.0,33.8,180,468,462,3.37,3.0300000000000002,6.4,3.17,6.2,6.0,4.7,10.75,5.61,10.36
INT-Women's World Cup,2324,Sweden,626,0,106,77,7260,80.3,14,8,22,11,3,3,4,0,13.3,10.9,8.0,19.0,84,310,306,3.48,2.96,6.43,2.9699999999999998,5.92,3.51,2.81,6.34,3.1100000000000003,5.93
INT-Women's World Cup,2324,Switzerland,526,0,60,44,3960,44.1,2,0,2,1,1,1,3,0,5.1,4.3,2.7,7.1,64,148,147,0.54,0.0,0.54,0.27,0.27,3.0,1.11,4.12,2.78,3.9
INT-Women's World Cup,2324,USA,538,0,59,44,4290,47.5,4,3,7,4,0,1,6,0,9.4,8.6,6.4,15.2,78,209,204,0.97,1.07,2.04,0.97,2.04,4.64,3.48,8.1,4.43,7.89
INT-Women's World Cup,2324,Vietnam,489,0,47,33,2970,32.9,0,0,0,0,0,0,2,0,0.6000000000000001,0.6000000000000001,0.5,1.1,9,38,38,0.0,0.0,0.0,0.0,0.0,0.33999999999999997,0.33,0.67,0.33999999999999997,0.67
INT-Women's World Cup,2324,Zambia,413,0,44,33,2969,33.0,3,2,5,2,1,1,6,1,2.9,2.1,1.7,3.7,35,65,63,1.03,0.9099999999999999,1.95,0.7,1.6099999999999999,1.02,0.67,1.69,0.76,1.43
INT-World Cup,2223,Argentina,647,47871,113,77,7590,84.7,15,8,23,11,4,5,17,0,15.5,11.6,7.800000000000001,19.5,164,310,305,2.48,1.31,3.8,1.96,3.2800000000000002,3.65,6.08,9.77,3.09,9.21
INT-World Cup,2223,Australia,534,39894,63,44,3960,43.9,3,3,6,3,0,0,7,0,2.2,2.2,1.7,4.2,39,102,100,0.98,0.99,1.98,0.98,1.98,1.68,0.77,2.46,1.68,2.46
INT-World Cup,2223,Belgium,559,39874,47,33,2970,33.0,1,1,2,1,0,0,5,0,4.9,4.9,3.8000000000000003,8.700000000000001,47,131,130,0.6,0.33,0.9299999999999999,0.6,0.9299999999999999,5.18,2.33,7.5,5.18,7.5
INT-World Cup,2223,Brazil,715,51844,80,55,5280,58.6,8,6,14,7,1,1,6,0,12.200000000000001,11.4,8.4,20.1,115,267,263,2.31,1.91,4.21,1.98,3.88,6.71,3.13,9.82,6.43,9.53
INT-World Cup,2223,Cameroon,579,43893,45,33,2969,33.1,4,4,8,4,0,0,8,1,3.4000000000000004,3.4000000000000004,2.0,5.5,49,90,89,2.13,1.98,4.109999999999999,2.13,4.109999999999999,2.0,3.39,5.390000000000001,2.0,5.390000000000001
INT-World Cup,2223,Canada,520,37891,48,33,2970,33.1,1,1,2,1,0,1,8,0,4.6000000000000005,3.5,3.0,6.4,55,114,113,0.33,0.35,0.6799999999999999,0.33,0.6799999999999999,2.04,1.5,3.52,1.63,3.12
INT-World Cup,2223,Costa Rica,596,43877,47,33,2970,32.9,3,1,4,3,0,0,6,0,1.5,1.5,0.7,2.1,21,51,49,1.69,0.33,2.0300000000000002,1.69,2.0300000000000002,0.8700000000000001,0.21000000000000002,1.09,0.8700000000000001,1.09
INT-World Cup,2223,Croatia,572,41879,109,77,7590,84.4,8,8,16,8,0,0,8,0,7.1000000000000005,7.1000000000000005,5.6000000000000005,12.9,173,348,344,2.64,2.18,4.84,2.64,4.84,2.74,1.78,4.5,2.74,4.5
INT-World Cup,2223,Denmark,531,39900,46,33,2970,33.0,1,1,2,1,0,0,5,0,2.9,2.9,1.7000000000000002,4.7,47,181,177,0.33,0.33,0.66,0.33,0.66,2.12,1.23,3.3800000000000003,2.12,3.3800000000000003
INT-World Cup,2223,Ecuador,437,35952,44,33,2970,33.0,4,2,6,3,1,1,3,0,3.9,3.1,1.8,4.8,31,74,73,1.3900000000000001,0.67,2.06,1.04,1.71,5.800000000000001,0.71,6.500000000000001,5.5200000000000005,6.220000000000001
INT-World Cup,2223,England,523,39906,77,55,4950,55.2,13,11,24,12,1,2,1,0,8.8,7.2,5.5,12.9,90,251,249,5.87,6.62,12.49,5.64,12.27,3.56,3.25,6.8,3.21,6.45
INT-World Cup,2223,France,621,47898,105,77,7260,80.7,16,12,28,14,2,2,8,0,14.200000000000001,12.6,10.5,23.0,157,289,286,3.06,2.9499999999999997,6.01,2.7600000000000002,5.7,3.35,2.29,5.67,3.11,5.42
INT-World Cup,2223,Germany,532,39900,48,33,2970,32.9,6,5,11,5,1,1,3,0,10.3,9.6,7.7,17.2,67,180,178,5.1899999999999995,3.17,8.36,4.71,7.88,7.56,4.63,12.21,7.1899999999999995,11.83
INT-World Cup,2223,Ghana,499,39930,48,33,2970,32.9,5,2,7,5,0,1,8,0,4.2,3.5,1.7999999999999998,5.3,43,76,74,3.04,1.69,4.73,3.04,4.73,2.5100000000000002,1.05,3.56,2.15,3.2
INT-World Cup,2223,IR Iran,589,41862,49,33,2970,33.0,4,2,6,3,1,1,7,0,3.7,3.0,2.6,5.3,43,78,78,2.72,0.78,3.5,2.38,3.17,2.51,1.78,4.28,2.24,4.01
