team,season,season_year,player_name,position,shirt_number,age,nationality,market_value,player_url,scraped_date,market_value_millions
Manchester United,2023-2024,2023,Álvaro Carreras,,-,,,€7.00m,https://www.transfermarkt.com/alvaro-carreras/profil/spieler/811778,2025-12-15,7.0
Manchester United,2023-2024,2023,Brandon Williams,,-,,,€2.50m,https://www.transfermarkt.com/brandon-williams/profil/spieler/507700,2025-12-15,2.5
Manchester United,2023-2024,2023,Harry Amass,,-,,,"1,81m",https://www.transfermarkt.com/harry-amass/profil/spieler/1011738,2025-12-15,0.0
Manchester United,2023-2024,2023,Diogo Dalot,,20,,,€35.00m,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,2025-12-15,35.0
Manchester United,2023-2024,2023,Aaron Wan-Bissaka,,29,,,€20.00m,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2025-12-15,20.0
Manchester United,2023-2024,2023,Habeeb Ogunneye,,-,,,"1,75m",https://www.transfermarkt.com/habeeb-ogunneye/profil/spieler/864788,2025-12-15,0.0
Manchester United,2023-2024,2023,Sofyan Amrabat,,4,,,€22.00m,https://www.transfermarkt.com/sofyan-amrabat/profil/spieler/287579,2025-12-15,22.0
Manchester United,2023-2024,2023,Casemiro,,18,,,€20.00m,https://www.transfermarkt.com/casemiro/profil/spieler/16306,2025-12-15,20.0
Manchester United,2023-2024,2023,Toby Collyer,,43,,,€200k,https://www.transfermarkt.com/toby-collyer/profil/spieler/654253,2025-12-15,0.2
Manchester United,2023-2024,2023,Kobbie Mainoo,,37,,,€50.00m,https://www.transfermarkt.com/kobbie-mainoo/profil/spieler/820374,2025-12-15,50.0
Manchester United,2023-2024,2023,Scott McTominay,,39,,,€32.00m,https://www.transfermarkt.com/scott-mctominay/profil/spieler/315969,2025-12-15,32.0
Manchester United,2023-2024,2023,Donny van de Beek,,34,,,€5.00m,https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255,2025-12-15,5.0
Manchester United,2023-2024,2023,Daniel Gore,,44,,,€900k,https://www.transfermarkt.com/daniel-gore/profil/spieler/747153,2025-12-15,0.9
Manchester United,2023-2024,2023,Bruno Fernandes,,8,,,€70.00m,https://www.transfermarkt.com/bruno-fernandes/profil/spieler/240306,2025-12-15,70.0
Manchester United,2023-2024,2023,Mason Mount,,7,,,€35.00m,https://www.transfermarkt.com/mason-mount/profil/spieler/346483,2025-12-15,35.0
Manchester United,2023-2024,2023,Hannibal,,46,,,€9.00m,https://www.transfermarkt.com/hannibal/profil/spieler/607224,2025-12-15,9.0
Manchester United,2023-2024,2023,Christian Eriksen,,14,,,€8.00m,https://www.transfermarkt.com/christian-eriksen/profil/spieler/69633,2025-12-15,8.0
Manchester United,2023-2024,2023,Marcus Rashford,,10,,,€60.00m,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,2025-12-15,60.0
Manchester United,2023-2024,2023,Alejandro Garnacho,,17,,,€45.00m,https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779,2025-12-15,45.0
Manchester United,2023-2024,2023,Jadon Sancho,,25,,,€30.00m,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,2025-12-15,30.0
Manchester United,2023-2024,2023,Shola Shoretire,,47,,,€4.00m,https://www.transfermarkt.com/shola-shoretire/profil/spieler/640026,2025-12-15,4.0
Manchester United,2023-2024,2023,Antony,,21,,,€25.00m,https://www.transfermarkt.com/antony/profil/spieler/602105,2025-12-15,25.0
Manchester United,2023-2024,2023,Amad Diallo,,16,,,€18.00m,https://www.transfermarkt.com/amad-diallo/profil/spieler/536835,2025-12-15,18.0
Manchester United,2023-2024,2023,Facundo Pellistri,,28,,,€8.00m,https://www.transfermarkt.com/facundo-pellistri/profil/spieler/676318,2025-12-15,8.0
Manchester United,2023-2024,2023,Omari Forson,,-,,,€2.00m,https://www.transfermarkt.com/omari-forson/profil/spieler/670845,2025-12-15,2.0
Manchester United,2023-2024,2023,Rasmus Højlund,,11,,,€65.00m,https://www.transfermarkt.com/rasmus-hojlund/profil/spieler/610442,2025-12-15,65.0
Manchester United,2023-2024,2023,Anthony Martial,,9,,,€10.00m,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,2025-12-15,10.0
Manchester United,2023-2024,2023,Joe Hugill,,-,,,€200k,https://www.transfermarkt.com/joe-hugill/profil/spieler/726859,2025-12-15,0.2
Manchester United,2023-2024,2023,Ethan Wheatley,,36,,,"1,87m",https://www.transfermarkt.com/ethan-wheatley/profil/spieler/888639,2025-12-15,0.0
